years,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
QQQ,77.3733,37.5278,25.0106,26.1178,31.3709,33.3524,35.5543,41.8664,36.7203,32.4729,42.5167,50.4057,58.5551,68.4069,87.4379,101.6745,105.8172,134.6932,164.7753,181.6515,246.5982
